Date,Open,High,Low,Close,Adj Close,Volume
2020-03-20,22.299999,22.770000,19.920000,20.049999,19.769840,3236800
2020-03-23,20.129999,20.549999,19.129999,19.809999,19.533194,2577600
2020-03-24,20.820000,21.730000,20.170000,21.650000,21.347485,2434900
2020-03-25,21.650000,24.540001,21.260000,23.340000,23.013872,3077500
2020-03-26,23.459999,24.780001,23.459999,24.600000,24.256266,2435300
2020-03-27,23.709999,23.950001,21.950001,22.040001,21.732037,1979800
2020-03-30,22.110001,23.969999,21.520000,23.770000,23.437862,1575000
2020-03-31,23.950001,24.320000,22.760000,22.879999,22.560299,2087600
2020-04-01,21.850000,22.183001,21.260000,21.565001,21.263674,1584700
2020-04-02,21.559999,22.709999,21.219999,21.840000,21.534832,2515500
2020-04-03,21.730000,21.969999,21.200001,21.590000,21.288324,1208700
2020-04-06,22.780001,24.620001,22.690001,24.450001,24.108362,1489800
2020-04-07,25.690001,26.440001,24.900000,24.969999,24.621094,1670400
2020-04-08,25.040001,26.030001,25.000000,25.820000,25.459217,1529100
2020-04-09,25.920000,26.559999,25.170000,25.639999,25.281733,1596300
2020-04-13,25.459999,25.510000,24.320000,25.400000,25.045088,1554400
2020-04-14,25.799999,26.180000,25.389999,26.010000,25.646564,967100
2020-04-15,25.150000,25.250000,24.549999,25.170000,24.818300,1167800
2020-04-16,25.160000,25.290001,24.420000,25.129999,24.778858,1872800
2020-04-17,25.750000,26.330000,25.520000,26.230000,25.863489,1085600
2020-04-20,25.459999,26.440001,25.459999,25.690001,25.331036,1896900
2020-04-21,24.910000,25.379999,24.780001,25.049999,24.699976,1442400
2020-04-22,25.680000,25.879999,24.530001,24.590000,24.246405,1501900
2020-04-23,24.629999,25.100000,23.910000,24.450001,24.108362,1512000
2020-04-24,24.480000,24.674999,24.129999,24.520000,24.177383,1423000
2020-04-27,24.830000,26.240000,24.780001,26.010000,25.646564,1128200
2020-04-28,26.650000,27.709999,26.500000,26.969999,26.593149,1157500
2020-04-29,27.730000,28.240000,27.690001,27.950001,27.559456,1215400
2020-04-30,27.400000,27.400000,25.174999,25.559999,25.202850,1787900
2020-05-01,25.000000,25.379999,24.670000,25.020000,24.670397,803100
2020-05-04,24.850000,24.959999,24.209999,24.629999,24.285845,1180100
2020-05-05,24.820000,25.010000,23.629999,23.850000,23.516745,1413200
2020-05-06,23.889999,24.719999,23.389999,24.610001,24.266127,1949600
2020-05-07,26.250000,26.730000,24.860001,25.010000,24.660536,1810900
2020-05-08,25.620001,25.950001,25.320000,25.730000,25.370474,949500
2020-05-11,25.809999,25.809999,24.780001,25.450001,25.094389,845300
2020-05-12,25.590000,25.760000,24.889999,24.889999,24.542213,995000
2020-05-13,24.719999,24.754999,23.379999,24.059999,23.723810,1172600
2020-05-14,23.670000,25.200001,23.360001,25.120001,24.769001,1753200
2020-05-15,24.969999,25.570000,24.690001,25.500000,25.143690,1056400
2020-05-18,26.660000,27.040001,26.215000,26.855000,26.479757,1144500
2020-05-19,26.719999,27.480000,26.459999,26.940001,26.563570,741900
2020-05-20,27.040001,27.760000,27.030001,27.370001,26.987562,941700
2020-05-21,27.070000,27.629999,27.070000,27.230000,26.849516,666400
2020-05-22,27.160000,27.480000,27.040001,27.370001,26.987562,739000
2020-05-26,28.400000,28.770000,28.080000,28.590000,28.190514,856000
2020-05-27,28.990000,29.730000,28.680000,29.299999,28.890593,923800
2020-05-28,29.420000,29.620001,28.530001,28.660000,28.259535,937100
2020-05-29,28.559999,28.930000,28.070000,28.780001,28.377859,1740100
2020-06-01,28.889999,29.410000,28.799999,29.139999,28.732828,740700
2020-06-02,29.180000,29.360001,28.580000,28.870001,28.466600,827600
2020-06-03,29.209999,30.590000,29.209999,30.219999,29.797735,1326900
2020-06-04,30.030001,30.430000,29.580000,29.945000,29.526579,1132000
2020-06-05,30.959999,31.510000,30.120001,30.250000,29.827318,1659300
2020-06-08,30.389999,32.049999,30.389999,31.680000,31.237337,2308800
2020-06-09,31.270000,31.360001,30.260000,30.330000,29.906200,1187400
2020-06-10,30.129999,30.250000,29.120001,29.730000,29.314585,1454400
2020-06-11,28.709999,28.780001,27.510000,27.620001,27.234068,1697400
2020-06-12,28.379999,28.620001,27.280001,27.950001,27.559456,1495500
2020-06-15,26.969999,29.360001,26.861000,28.860001,28.456741,1310500
2020-06-16,29.700001,30.020000,27.715000,28.020000,27.628477,1559300
2020-06-17,28.000000,28.100000,27.540001,27.760000,27.372112,1860900
2020-06-18,27.570000,28.690001,27.480000,28.660000,28.259535,1398900
2020-06-19,29.150000,29.490000,27.799999,27.820000,27.431273,2379700
2020-06-22,27.549999,27.770000,27.170000,27.600000,27.214348,1488100
2020-06-23,27.860001,28.360001,27.780001,27.809999,27.421412,1278600
2020-06-24,27.389999,27.590000,26.459999,27.010000,26.632591,1220800
2020-06-25,26.750000,26.820000,26.125000,26.750000,26.376223,1739700
2020-06-26,26.620001,26.620001,25.400000,25.750000,25.390196,2615700
2020-06-29,25.990000,26.840000,25.600000,26.790001,26.415667,1446000
