Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,50.900002,53.200001,49.020000,50.990002,47.782200,36990400
2020-03-17,51.500000,55.480000,51.490002,54.310001,50.893337,33898000
2020-03-18,53.990002,55.930000,50.880001,54.320000,50.902706,38417400
2020-03-19,53.759998,54.919998,52.779999,53.619999,50.246742,33024900
2020-03-20,52.720001,53.040001,50.709999,51.799999,48.541241,46013800
2020-03-23,50.610001,53.270000,49.130001,50.310001,47.144981,39225100
2020-03-24,51.959999,51.959999,49.180000,49.990002,46.845108,40626900
2020-03-25,49.360001,51.910000,48.840000,49.939999,46.798256,38551300
2020-03-26,49.590000,53.900002,49.509998,53.540001,50.171776,32610900
2020-03-27,52.150002,53.840000,51.540001,52.770000,49.450218,25363600
2020-03-30,53.490002,55.029999,52.939999,54.770000,51.324398,20660200
2020-03-31,54.070000,54.540001,53.549999,53.730000,50.349827,21251800
2020-04-01,52.500000,53.450001,52.160000,52.919998,49.590778,18672600
2020-04-02,53.560001,55.500000,53.090000,55.250000,51.774197,20159400
2020-04-03,55.000000,55.240002,54.279999,54.700001,51.258804,17612500
2020-04-06,55.770000,56.939999,54.980000,56.700001,53.132984,20284400
2020-04-07,57.040001,57.880001,56.410000,56.980000,53.395363,21786000
2020-04-08,57.259998,58.020000,56.619999,57.799999,54.163776,18234200
2020-04-09,56.910000,58.099998,56.880001,57.439999,54.405308,19689500
2020-04-13,57.389999,57.599998,56.360001,56.669998,53.675991,12977700
2020-04-14,57.310001,58.400002,56.959999,58.139999,55.068325,16765600
2020-04-15,57.560001,58.009998,56.709999,56.930000,53.922253,18372800
2020-04-16,57.290001,58.000000,56.849998,57.660000,54.613689,17825800
2020-04-17,58.060001,58.680000,57.740002,58.459999,55.371422,15054300
2020-04-20,58.099998,58.910000,57.959999,58.130001,55.058857,14002200
2020-04-21,57.389999,58.040001,56.720001,56.820000,53.818062,14234500
2020-04-22,57.410000,58.570000,57.230000,57.990002,54.926254,12701100
2020-04-23,58.119999,58.660000,57.470001,57.590000,54.547382,15684400
2020-04-24,57.639999,57.990002,56.830002,57.930000,54.869419,15371500
2020-04-27,57.930000,58.290001,57.200001,57.810001,54.755760,16050100
2020-04-28,57.820000,58.380001,57.619999,57.830002,54.774704,13392600
2020-04-29,58.380001,58.599998,57.700001,58.119999,55.049385,17818100
2020-04-30,57.830002,57.959999,57.209999,57.450001,54.414780,17532400
2020-05-01,57.759998,57.790001,56.529999,56.830002,53.827534,13857400
2020-05-04,56.849998,57.029999,55.799999,56.240002,53.268711,11833600
2020-05-05,56.000000,56.939999,56.000000,56.509998,53.524441,10902400
2020-05-06,56.360001,56.660000,55.540001,55.639999,52.700409,12460400
2020-05-07,56.099998,56.150002,55.180000,55.580002,52.643578,14083100
2020-05-08,56.220001,57.029999,56.029999,57.000000,53.988556,11097900
2020-05-11,56.869999,56.910000,56.240002,56.400002,53.420254,12636800
2020-05-12,56.750000,56.750000,55.450001,55.459999,52.529915,13117700
2020-05-13,55.160000,55.549999,54.560001,54.849998,51.952141,20604500
2020-05-14,54.500000,54.930000,53.849998,54.910000,52.008972,15859200
2020-05-15,54.630001,54.759998,54.209999,54.709999,51.819542,10174000
2020-05-18,55.650002,56.200001,55.040001,55.720001,52.776176,15735900
2020-05-19,55.430000,55.549999,54.320000,54.380001,51.506977,18467100
2020-05-20,54.540001,54.900002,54.049999,54.259998,51.393314,21405400
2020-05-21,54.430000,54.639999,53.860001,53.970001,51.118637,18201000
2020-05-22,53.959999,54.290001,53.669998,54.099998,51.241764,19960000
2020-05-26,54.900002,55.250000,54.180000,54.299999,51.431198,20830500
2020-05-27,54.610001,55.220001,54.430000,55.139999,52.226822,17063800
2020-05-28,55.580002,55.790001,55.160000,55.720001,52.776176,15427900
2020-05-29,55.330002,57.790001,54.889999,57.380001,54.348476,34227800
2020-06-01,56.700001,56.900002,55.750000,55.779999,52.833012,18156100
2020-06-02,55.820000,56.459999,55.540001,56.400002,53.420254,17300400
2020-06-03,56.520000,56.980000,56.299999,56.830002,53.827534,16086700
2020-06-04,56.740002,57.369999,56.509998,57.220001,54.196934,16147300
2020-06-05,57.750000,58.119999,57.080002,57.740002,54.689461,17105600
2020-06-08,57.650002,58.200001,57.270000,58.090000,55.020969,14963000
2020-06-09,57.750000,58.130001,57.369999,57.860001,54.803116,14530800
2020-06-10,57.900002,58.230000,57.700001,58.049999,54.983078,13649100
2020-06-11,57.480000,57.939999,56.400002,56.450001,53.467613,23412500
2020-06-12,56.630001,56.810001,55.790001,56.529999,53.543381,17129000
2020-06-15,55.730000,56.540001,55.279999,56.150002,53.183468,14826800
2020-06-16,56.830002,57.320000,56.240002,56.919998,53.912781,15021300
2020-06-17,57.139999,57.169998,56.509998,56.650002,53.657047,10652100
2020-06-18,56.500000,56.959999,56.369999,56.889999,53.884365,9019500
2020-06-19,57.349998,57.470001,56.000000,56.160000,53.192936,28868200
2020-06-22,55.910000,56.259998,55.610001,55.660000,52.719349,12333900
2020-06-23,55.750000,55.849998,54.910000,54.939999,52.037384,20716400
2020-06-24,54.540001,54.560001,53.459999,53.930000,51.080753,24794600
2020-06-25,53.910000,54.389999,53.340000,54.279999,51.412258,17122500
2020-06-26,54.040001,54.060001,52.849998,53.160000,50.351433,30211900
2020-06-29,53.310001,54.709999,53.310001,54.689999,51.800594,15930300
